,alpha_001,alpha_002,alpha_003,alpha_004,alpha_005,alpha_006,alpha_007,alpha_008,alpha_009,alpha_010,alpha_011,alpha_012,alpha_013,alpha_014,alpha_015,alpha_016,alpha_017,alpha_018,alpha_019,alpha_020,alpha_021,alpha_022,alpha_023,alpha_024,alpha_025,alpha_026,alpha_027,alpha_028,alpha_029,alpha_030,alpha_031,alpha_032,alpha_033,alpha_034,alpha_035,alpha_036,alpha_037,alpha_038,alpha_039,alpha_040,alpha_041,alpha_042,alpha_043,alpha_044,alpha_045,alpha_046,alpha_047,alpha_048,alpha_049,alpha_050,alpha_051,alpha_052,alpha_053,alpha_054,alpha_055,alpha_056,alpha_057,alpha_058,alpha_059,alpha_060,alpha_061,alpha_062,alpha_063,alpha_064,alpha_065,alpha_066,alpha_067,alpha_068,alpha_069,alpha_070,alpha_071,alpha_072,alpha_073,alpha_074,alpha_075,alpha_076,alpha_077,alpha_078,alpha_079,alpha_080,alpha_081,alpha_082,alpha_083,alpha_084,alpha_085,alpha_086,alpha_087,alpha_088,alpha_089,alpha_090,alpha_091,alpha_092,alpha_093,alpha_094,alpha_095,alpha_096,alpha_097,alpha_098,alpha_099,alpha_100,alpha_101,alpha_102,alpha_103,alpha_104,alpha_105,alpha_106,alpha_107,alpha_108,alpha_109,alpha_110,alpha_111,alpha_112,alpha_113,alpha_114,alpha_115,alpha_116,alpha_117,alpha_118,alpha_119,alpha_120,alpha_121,alpha_122,alpha_123,alpha_124,alpha_125,alpha_126,alpha_127,alpha_128,alpha_129,alpha_130,alpha_131,alpha_132,alpha_133,alpha_134,alpha_135,alpha_136,alpha_137,alpha_138,alpha_139,alpha_140,alpha_141,alpha_142,alpha_143,alpha_144,alpha_145,alpha_146,alpha_147,alpha_148,alpha_149,alpha_150,alpha_151,alpha_152,alpha_153,alpha_154,alpha_155,alpha_156,alpha_157,alpha_158,alpha_159,alpha_160,alpha_161,alpha_162,alpha_163,alpha_164,alpha_165,alpha_166,alpha_167,alpha_168,alpha_169,alpha_170,alpha_171,alpha_172,alpha_173,alpha_174,alpha_175,alpha_176,alpha_177,alpha_178,alpha_179,alpha_180,alpha_181,alpha_182,alpha_183,alpha_184,alpha_185,alpha_186,alpha_187,alpha_188,alpha_189,alpha_190,alpha_191
002310.XSHE,-0.637878372,-0.83030303,0.58,-1,-0.97827974,-0.643333333,0.697455257,0.453020134,4.34E-10,0.35,49792838.98,0.384563758,0.025798354,0.45,-0.012585812,-0.791245791,0.690835687,1.053763441,0.051020408,7.429963459,0.158,0.000646619,62.79279915,0.653125888,-0.7625,0.629318148,377.6358385,82.75133317,7931130.246,,9.338842975,-1.494360902,-0.00308,0.914588057,0.363333333,0.434343434,-4.64887282,-0.29,-0.35,228.5252874,-0.538461538,-0.277368768,319155587,0.65,0.510216667,0.921910431,28.37024251,-0.08961074,0.19047619,0.619047619,0.80952381,10.04,66.66666667,0.596666667,56.96030959,1,630.2607405,75,3.26,466229486.5,-1,-0.631197127,86.95712408,-0.632142857,0.965041572,3.62247895,64.87175059,4.44E-08,0.933333333,366850477.2,20.87711284,35.81482714,0.325083612,0.787811448,0.586206897,0.998092285,0.247457627,57.44967985,78.33309677,-37.68223648,100619367.3,40.38006744,-0.614334471,1118965270,0.1875,1,-1.637288136,0.477386935,0.346807855,-0.528619529,-0.254559643,-0.733333333,0.32,1014071545,402171805.4,548.8467956,41167141.95,-2.85,-0.55,46124155.41,1,48.91292183,10,0.04257622,0.008546681,2.85,-0.0684675,-0.529664733,1.056518622,290.2061856,-19069018.77,68.51851852,-0.099274532,-2.317618652,0.952798839,0.147661654,0.019836426,236.8663594,0.11696049,1.09375,-0.773667359,0.004670332,1,0.459661106,1.648181818,8.74,0,78.43332988,0.34,1.582848837,0.325503356,748001456.5,85,21523557.73,1.026732808,-0.04734413,2.623350254,,-0.232839983,,-0.017123288,-0.109375,11.71348067,1.62E-11,23.62444541,-0.000412938,0.141395688,1,0.524384063,932953152.9,0.22710501,0.025641991,8.13125,-1,-269197.261,-0.667785235,0.54,0.034013605,-1855.170426,0.20448772,0.405833333,1,0.315436242,2121.963972,,-0.015888838,1.82,-1.099398845,0.036699754,-0.399506681,-8.071487199,86.68571824,11.23466851,0.350588091,0.465,0.034925985,95,977072.8787,0.054831297,-0.916666667,-0.003498281,6,,1.373243848,0.283333333,63.82190722,4.8,-27.42591185,0.379444444,-1.800026494,0.832275944
002311.XSHE,0.122181652,0.242562929,-1.97,1,-0.956521739,-0.643333333,0.655760626,0.315436242,1.07E-08,0.783333333,-15404483.8,0.098288591,0.104714708,0.41,-0.000368053,-0.993265993,0.623094262,1.015361559,0.015129151,-0.367647059,-0.041380952,-0.000864031,41.35544414,0.304195942,-0.0372,0.660997659,270.9685144,42.56956186,-32650.34926,,1.02202479,-0.822306763,-0.078906667,0.989883149,0.453333333,0.555555556,-5.628637535,-0.6,-0.106666667,102.1167041,-0.418060201,-0.231845677,-13743413,0.45,0.258233333,0.980973247,44.03159844,-0.069817473,0.261802575,0.47639485,0.738197425,25.34,50,0.103333333,78.50987259,-1,177.4575258,45,1.45,12194606.93,-0.45,-0.494124438,66.52721742,-0.582142857,0.989114391,1.100540944,66.41998028,1.26E-06,0.712871287,63619298.26,5.584415584,41.59561304,0.36187291,1.01969697,0.517241379,0.936865255,0.101694915,24.57361344,68.44246383,-12.56210246,8096304.209,41.08135713,-0.211604096,16075685,0.35,1,-0.25811138,0.120297644,0.005747691,-0.232323232,-0.754136009,-0.68013468,2.61,9023071,117235267,258.9622823,3151056.461,-0.66,-0.34,4282035.956,-1,50.7009889,15,-0.861642596,0.88756359,2.91,-0.148608,-0.633532232,0.938285109,147.3130841,1275122.17,50.55679287,-0.807820473,0.048783523,0.773286408,0.178744361,0.184570313,165.0693569,-0.541114449,1.274336283,,0.001746515,-1,-0.067735701,1.191688312,27.20666667,1.382823872,73.35071144,1.11,0.087675277,0.471892262,215855419.6,50,811906.2284,1.084248074,-0.165945417,2.557264957,,-0.488074757,,-0.866438356,-0.010896602,18.73917545,4.69E-11,21.45691873,0.044265108,0.202211538,-1,0.499501774,241619550,1.991339676,0.012429404,26.584375,-1,-361359.1366,-0.404682274,1.533333333,0.033948339,-2538.303029,0.526866971,1.279166667,0.272559491,0.812080537,203.2289966,,-0.000408884,3.38,-1.083609092,0.03497363,-0.073468405,-0.489251244,77.32363392,31.2096599,0.376906465,0.953333333,0.293768632,65,-22880.48031,0.562327941,0.2,-0.003498282,9,,1.398378076,0.89,70.48465265,9.09,-11.51601451,0.316944444,-1.438564293,1.142453584
002352.XSHE,0.128535149,-0.906367041,-1.17,-1,-0.61382459,-0.643333333,0.340095078,0.359060403,2.19E-09,0.876666667,-9688502.54,0.033825503,-0.111755825,0.1,0.00435019,-0.65993266,0.813873173,1.002710027,0.002702703,-2.708388115,-0.070428571,-0.00293651,60.8949384,0.345310067,-0.049833333,0.82254285,404.2540756,18.2481621,-180874.7981,,0.817438692,-0.154982544,0.00434,0.991891892,0.216666667,0.188552189,-17.26390443,-0.37,-0.756666667,219.7116543,-0.200668896,-0.278100335,-763109,0.316666667,0.1656,0.976680743,51.16351792,-0.178242299,0.397360704,0.205278592,0.602639296,30.64333333,66.66666667,0.096666667,70.7817947,1,163.6031818,70,7.25,3454222.758,-0.486666667,-0.039973726,64.94698601,-0.182142857,0.990720721,0.936619078,59.81045421,2.30E-06,0.729750779,78864699.41,7.603756437,49.15001801,-0.441471572,1.054545455,0.724137931,0.892231776,0.489932886,3.726035674,65.2003721,-26.04539497,6877874.823,49.43260248,-0.136518771,74386358,0.15,1,-0.445520581,0.186658114,0.238977857,-0.090909091,-0.340947603,-0.612794613,3.47,67399081,99901408.15,245.8725748,2501731.248,-7.09,-0.15,2608834.413,-1,47.71480379,10,0.024230113,0.414282717,5.82,-0.461288,-0.925717148,0.836417341,242.679558,-1195812.705,31.84713376,-0.015273005,-0.028813643,0.201253927,0.35693985,0.092285156,148.1210856,-0.755507057,0.4140625,,0.001692284,1,0.167960323,1.032030651,36.83,2.708388115,72.44662013,2.14,0.124615385,0.820617803,254417556.5,60,381618.2286,1.039334937,-0.114982403,2.549377593,,-0.271611976,,-0.993150685,-0.073723958,7.570844429,9.85E-11,10.29185861,0.004659322,0.411340326,-1,0.336388228,245962488.8,1.397054558,0.020375207,36.1371875,-1,-288643.3352,-0.130434783,0.776666667,0.024054054,-3679.196373,0.607805958,1.140833333,0.247761147,0.372483221,415.1993991,,-0.005040797,4.14,-0.929893047,0.118396892,-0.060434309,-3.654435274,67.16717158,41.94776477,0.975609619,0.836666667,-0.263787081,70,39946.44318,0.181284554,-6678319,-0.003498282,4,,1.537818792,0.923333333,63.35302262,12.84,-7.585668103,0.350277778,-1.282001675,0.319958868
002411.XSHE,-0.219952999,0.258128568,2.03,-1,-0.941741912,-0.643333333,0.559798658,0.097315436,2.84E-08,0.693333333,22461909.47,0.642102908,0.052724454,1.86,-0.012572968,-0.804713805,0.737499819,1.089725036,0.082337317,8.86746988,0.167904762,0.011438981,44.84461215,0.845739055,-0.424222222,-0.577048154,67.62071207,85.79230322,2864821.297,,8.832503613,-1.643228549,-0.1728,0.918843146,0.633333333,0.797979798,-6.778730273,-2.22,0.15,145.6135059,-0.806020067,-0.683700177,47141557,2,0.275022222,0.928807916,40.0333772,-0.359657889,0.21454112,0.570917759,0.78545888,21.26333333,41.66666667,0.856666667,95.33257447,-1,497.3247442,55,3.78,32681414.03,-0.823728814,-0.778976143,80.83066977,-0.731292517,0.936328759,6.800094555,61.66265005,1.70E-06,0.615681234,236802330.3,12.30192431,45.23714104,-0.277591973,0.912121212,0.655172414,0.776075174,0.61409396,165.4949599,72.17941892,90.60671971,14799412.32,48.67147436,-0.976109215,65357169,0.11875,-0.32,-1.340920097,0.178403756,0.538525733,-0.804713805,-0.416722408,-0.919191919,2.99,58682999,199189473.5,360.0740151,10119664.06,-5.91,-0.976666667,8935935.354,-1,73.73135247,10,-0.105935277,-0.256380131,3.42,-0.016992,-0.924366647,1.32398931,165.140325,-3617786.763,43.09484193,-0.103329978,-1.030247202,0.855436079,0.125142857,0.011352539,256.1507937,0.563386429,0.33492823,-0.870855477,0.000852722,-1,0.314108206,0.795080906,22.49,0,75.12778067,1.71,0.262058824,0.963739169,247988194.1,90,4183767.896,1.004177358,-0.499367485,10.69378973,,-0.706652101,,-0.873287671,-0.0319375,4.883314288,6.19E-11,47.69736572,6.29E-05,0.095821678,-1,-0.320489674,726586409.1,0.118051459,0.014652857,20.98177083,-1,2577841.866,-0.899665552,0.353333333,0.075254537,-1860.230842,0.435822647,1.109166667,1,0.238255034,726.4486914,,-0.006582898,4.3,-2.702041979,0.042123545,-0.073898137,-1.248667914,44.96059601,25.23480619,0.375264479,1.26,0.828152093,100,464223.9856,0.689145223,-0.85,-0.003498281,6,,1.03261745,0.226666667,35.74078564,7.78,35.2803285,0.656111111,-1.744871693,0.751049492
002415.XSHE,0.015240681,-0.2532267,-0.07,1,-0.959403224,-0.643333333,0.631291946,0.177852349,5.23E-09,0.873333333,-10097306.96,0.411230425,0.069583021,0.42,-0.009735744,-0.713804714,0.452041622,1.011877828,0.011738401,-1.811196487,0.075952381,-0.001587468,62.75293056,0.659344015,-0.887755556,0.42669037,686.9616486,56.93856465,-886881.0132,,2.959090691,-1.548272856,-0.096,0.971259549,0.39,0.525252525,-7.897970749,-0.8,0.11,212.08732,-0.715719064,-0.613752077,-21472487,0.516666667,0.126177778,0.964598472,40.00923636,-0.090644191,0.350404313,0.299191375,0.649595687,34.21666667,75,0.54,113.2787283,-1,208.2991876,70,8.49,52318635.43,-0.725423729,-0.758186966,66.45399693,-0.615646259,0.979970188,2.043920525,65.56622364,6.23E-07,0.694170404,790952867.6,9.201892263,38.83243215,-0.321070234,0.631010101,0.724137931,0.720839968,0.386440678,42.21039188,67.41209924,-26.06267001,47924586.31,39.25777714,-0.624573379,380549868,0.30625,1,-0.569975787,0.230822153,0.061439629,-0.515151515,-0.835785953,-0.878787879,3.41,334103203,682338585.7,246.9547044,21103064.5,-12.18,-0.69,18039350.54,-1,48.52465122,5,0.148919916,0.426763689,6.71,-0.007375694,-0.590570289,0.964472075,221.9194313,-1679583.425,43.40473506,-0.835676351,-2.137309375,0.610922899,0.298180451,0.099975586,196.1130742,-0.056079587,0.44488189,-0.91058834,0.002407525,-1,0.160527273,0.007738562,35.73666667,1.811196487,63.75650353,2.51,0.241578947,0.10738255,1565552230,65,5904207.35,1.132389576,-0.067700644,6.116814159,,-0.634693535,,-0.883561644,-0.00478125,32.99221107,1.43E-11,24.2095551,0.042024728,0.327077506,-1,0.281009355,1749902419,3.865560569,0.017602139,34.51333333,-1,934166.3759,-0.762541806,0.498333333,0.020402459,-2454.481032,0.621385639,1.474166667,0.319993881,0.939597315,214.1329381,,-0.002031526,6.36,-1.059875005,0.0657378,-0.441925468,-1.397640605,49.1401332,40.72189714,1.047005462,1.38,0.637176,70,-231552.6826,0.453416149,-0.3,-0.003498282,6,,1.146655481,0.77,58.1760437,11.15,-39.95243976,0.596388889,-0.15236819,0.93054284
002422.XSHE,-0.580215605,-1.324675325,0.95,1,-0.534522484,-0.643333333,0.306409396,0.258389262,7.02E-09,0.743333333,7139370.296,0.46049217,-0.024440371,0.71,0.000418585,-0.855218855,0.890270581,1.029857023,0.028991425,3.55179704,0.162619048,0.001278863,57.53110202,0.542301632,-0.974,0.293191358,596.1137964,81.42948925,752371.3421,,4.054101901,-1.320262779,-0.177973333,0.961038519,0.276666667,0.632996633,0.748553855,-0.17,0.203333333,145.2617055,-0.428093645,-0.398410746,30948457,1.6,0.149722222,0.963671396,43.13363875,-0.115238797,0.450915141,0.098169717,0.549084859,18.99333333,58.33333333,0.8,39.42872778,-1,334.0364749,65,3.75,30912577.29,-0.53559322,-0.10539829,74.57075341,-0.744897959,0.975227984,2.540125611,59.9865307,7.76E-07,0.585062241,121432374.5,6.995794877,43.89024837,0.365886288,0.615622896,0.655172414,0.821320065,0.46440678,96.77829204,67.43612767,-3.75923439,13377550.47,44.96177173,-0.460750853,60835860,0.09375,1,-0.807263923,0.149765258,0.141214844,-0.548821549,-0.462341137,-0.63973064,3,70855466,144173188.1,297.7338068,5426451.315,-5.06,-0.503333333,5912753.931,1,59.7951955,5,0.271001184,-0.024148136,3.19,-0.194366667,-0.893566126,1.001463871,177.7173913,-5601378.493,24.75247525,-0.083833756,-1.3259729,0.6867487,0.103210526,0,147.5247525,-0.065001984,0.227906977,-0.677009167,0.001434659,-1,0.450034204,0.243287671,24.26,0,68.77099324,1.9,0.240560748,0.829171124,281026355.7,70,1139352.194,1.054864757,-0.241253074,8.491267606,,-0.583676791,0.658703072,-0.445205479,-0.596166667,45.68710454,8.38E-11,41.55866858,0.008092425,0.095390443,1,0.302983869,513895601.4,1.163277369,0.025203245,23.6003125,-1,957197.306,-0.637583893,0.58,0.028174765,-2930.695197,0.40828591,0.813333333,0.763850418,0.258389262,537.2408774,,-0.001358036,3.15,-1.765400986,0.044760804,-0.505695057,inf,42.85200322,27.85564311,0.553486295,0.835,0.60922477,75,532009.2758,0.200964667,-0.75,-0.003498282,5,,0.846319911,0.266666667,42.93693179,7.23,-9.362311391,0.410833333,-0.572438384,0.568037506
002450.XSHE,-0.31894766,,1.86,-1,0.559016994,-0.643333333,0.018948546,0.147651007,1.26E-10,0.063333333,440818293,0.002796421,-8.88E-16,1.56,0.049418605,-0.730639731,0.774623452,1.275618375,0.216066482,33.95176252,0.213761905,0.023774758,57.4949577,0.9949736,-0.866211111,0.034466946,349.1767076,104.9240961,589979.0983,,24.05498282,-0.353101057,-0.000406667,0.806094183,0.013333333,0.01010101,-4.962447204,-0.67,-0.053333333,218.0541941,-0.558528428,0.500216217,461894917,1.25,0.299144444,0.843014197,19.15051106,-0.075746638,0.09148265,0.8170347,0.90851735,7.253333333,91.66666667,0.503333333,39.27163618,-1,961.2713491,75,7.71,961911426.2,-0.796610169,0.935496498,92.30650689,-0.221428571,0.888504155,12.54871395,55.08097513,1.38E-08,0.970588235,466159341.1,38.10472623,34.14191077,-0.196655518,0.12010101,0.448275862,2.049401312,0.016778523,117.0902717,75.2798992,-98.88437534,124965366.5,42.67764615,-0.003412969,1490310924,0.00625,-0.34,,0.549356223,0.711515776,-0.013468013,-0.001471572,-0.760942761,0.12,1084084840,525685458.8,732.8669418,101669169.8,-3.22,-0.003333333,110962966.7,1,30.03574366,20,0.517431306,-0.910086336,2.56,-0.69861,-0.928593364,0.661249976,292.5925926,-42046572.91,81.56996587,-0.47664503,inf,,0.148278195,0,203.4482759,-0.464633524,4.151515152,-0.889885937,0.001825518,1,-4.16E-15,2.546976744,7.22,0,72.02530172,0.27,44.55,0.918112941,771766980.7,80,859854.7039,0.828367238,0.239892544,5.44,,0.877655647,0.982935154,-0.037671233,-0.066675,5.498421316,1.84E-09,-1.049396976,-0.017333643,0.114472611,1,-0.109272184,12546179.56,-1.390519517,0.006131978,6.0865625,-1,-25813904.26,-0.996655518,0.763333333,0,-1917.896046,0.34706259,0.283333333,1,0.694630872,1789.881489,,-0.032090401,2.66,-0.011167712,0.041764963,-0.898735664,,81.65431011,8.820176533,0.511395195,0.31,0.938800336,100,85874.61047,0.000136509,-1737698,-0.00349828,5,,1.823310962,0.983333333,50.84790965,4.08,-100,0.616944444,-1.141710065,0.686176308
002456.XSHE,0.009596459,-0.98245614,1.32,1,-0.964285714,-0.14,0.54401566,0.33557047,7.23E-10,0.583333333,176911122.1,0.300894855,-0.018898397,0.41,-0.007042254,-0.693602694,0.542327967,1.028120713,0.027351568,3.236914601,0.099285714,-0.006087703,66.91975982,0.654294877,-0.834311111,0.204154412,652.7881757,66.75581385,5352096.353,,8.662558898,-2.433979905,-0.08316,0.920280187,0.606666667,0.464646465,-7.064127535,-1.01,-0.33,311.3459617,-0.441471572,-0.451761422,324209343,0.383333333,0.324366667,0.908911497,33.55665547,-0.084861742,0.274509804,0.450980392,0.725490196,18.96666667,75,0.886666667,96.96032578,1,318.4596209,75,6.66,476679813.4,-0.640677966,-0.661335436,81.63931686,-0.796428571,0.947298199,5.563380282,72.76810421,8.34E-08,0.803738318,494728179,23.10429784,33.96082613,0.127759197,1.288350168,0.724137931,0.921093174,0.167785235,41.01905923,80.07618885,-0.227905179,135614271.4,36.20721523,-0.679180887,1531287025,0.4,1,-0.734140436,0.574579832,0.243341122,-0.693602694,-0.345050167,-0.734006734,1.89,1668419875,660783357.3,419.5523377,37457882.15,-6.31,-0.636666667,38452037.21,1,55.29904997,5,0.022073583,-0.337041306,5.47,-0.079215278,-0.978769292,1.046375311,264.354067,-53893447.88,66.06060606,-0.167667511,-4.060107792,0.45212072,0.257172932,0,209.95671,0.048942804,0.165680473,,0.006898267,1,0.948424073,1.753413655,14.62666667,0,63.21985478,0.84,0.471428571,0.970141108,1745826377,65,46133119.54,1.216586036,-0.4458757,15.89831111,,-0.497259146,,-0.73630137,-0.41875,54.44363391,6.19E-12,22.82009749,0.046495843,0.276290793,-1,0.409274977,2418455195,2.087720138,0.065633723,13.62458333,-1,-1589845.614,-0.672240803,0.876666667,0.072715143,-1610.935199,0.34650714,0.901666667,0.438809884,0.030201342,859.8891724,,-0.007095726,4.11,-1.222873021,0.078937826,-0.261256872,inf,71.19727135,18.28483792,0.705415908,0.808333333,0.117391397,70,9198805.342,0.272336359,-0.541666667,-0.003498281,7,,0.943970917,0.05,77.45564681,9.63,37.81346914,0.386388889,-0.490198377,0.315755236
002460.XSHE,-0.405422009,-1.522198732,1.41,1,-0.878930249,-0.14,0.449105145,0.94295302,3.74E-09,0.78,-9600348.146,0.608322148,0.062181414,-0.25,-0.009208103,-0.808080808,1.512116847,0.990987743,-0.009012257,2.574626866,0.394333333,-0.004740444,63.27492233,1.455463103,-0.926344444,0.621232261,181.9628742,58.11862627,1219827.519,,5.961711422,-1.634415237,-0.08192,0.943737117,0.473333333,0.461279461,-8.840103426,-0.16,0.603333333,197.8483682,-0.89632107,-0.440926794,141139711,1.2,0.521866667,0.94836001,38.00240329,-0.203647639,0.314009662,0.371980676,0.685990338,31.46333333,66.66666667,0.826666667,127.8049401,-1,409.9908415,65,6.32,134246911,-0.86,-0.690783005,78.51191687,-0.878571429,0.989571966,1.053792427,63.86274973,6.49E-07,0.764087153,700524424.7,14.85272613,40.42395091,-0.69632107,0.902121212,0.724137931,1.100263844,0.157718121,40.82405369,72.63855315,-51.12987619,44124573.71,42.62120378,-0.559726962,350921155,0.125,-0.34,-0.946246973,0.297310052,0.733823365,-0.474747475,-0.22367893,-0.933333333,3.14,334348679,571288350.6,422.5208026,21388504.84,-8.05,-0.56,19668326.86,1,49.07439429,10,0.047318195,-0.590227134,6.3,-0.00352,-0.85085709,0.956070137,207.8638498,-8472803.651,63.01775148,-0.021821884,-4.627475823,0.414789269,0.415541353,0.063476563,213.7637028,-0.330049317,0.145374449,-0.935530292,0.002619344,1,0.637080414,0.499911111,27.21,0.901225667,57.56041369,1.25,1.698440367,0.100671141,1083312844,65,8688494.278,1.041488732,-0.034936877,9.485631769,,-0.066758363,0.177474403,-0.51369863,-0.2025,41.15690077,2.99E-11,31.69386051,0.005993546,0.39240676,-1,0.610503141,1289177366,1.135904639,0.015755989,26.07041667,-1,-829392.8111,-0.728187919,0.285,0.031284103,-1778.082342,0.500950017,1.405,0.695596889,0.174496644,458.2397128,,-0.009818343,5.51,-1.088768596,0.082320961,-0.070814985,-76.26172534,83.50153599,32.18710306,0.863104206,1.556666667,0.66778862,75,593325.7724,0.040748072,-0.883333333,-0.003498281,4,,1.07450783,0.29,54.08187247,13.31,-34.78019089,0.823611111,-1.469270291,0.308196035
002466.XSHE,-0.198916953,-1.518947202,3.16,-1,-0.958706236,-0.14,0.302063758,0.832214765,1.08E-08,0.88,-1071928.827,0.727852349,0.029005616,-0.33,-0.010165864,-0.646464646,2.046931571,0.991288279,-0.008711721,1.158405172,0.604761905,-0.005550011,70.76897051,2.179666134,-0.992,0.678285705,-96.72306209,64.56740638,415552.3591,,6.143409027,-1.211019999,-0.2088,0.942121616,0.35,0.508417508,-9.883178516,-0.09,-0.14,205.9349238,-0.913043478,-0.353331847,156162012,0.45,0.202266667,0.948171882,36.46230363,-0.198744107,0.29092114,0.41815772,0.70907886,41.1,83.33333333,0.836666667,222.6513453,-1,388.772327,70,12.14,160609888.7,-0.983333333,-0.233583303,77.78768326,-0.8,0.993031514,0.701738703,65.95818152,1.83E-06,0.950226244,607951149.4,15.98903433,39.65892481,0.014046823,0.818821549,0.655172414,0.986160334,0.117449664,40.23478095,73.90643289,-46.04519096,37015385.18,42.12810137,-0.249146758,382678369,0.2625,-0.17,-1.037772397,0.354617605,1.025412818,-0.397306397,-0.228985507,-0.733333333,0.99,310034852,565630645.7,438.2451961,13099029.86,-10.65,-0.406666667,14488554.78,1,47.20715744,10,0.057875048,-0.806105827,9.83,-0.001812741,-0.844903113,0.977755413,227.9002876,-5387641.224,62.8,-0.002262025,-3.954429715,0.445879236,0.588962406,0.09765625,262.0540541,0.385131228,0.104651163,-0.966448401,0.002822377,1,0.638663431,0.97125,37.20333333,0.871172122,74.43530841,1.86,2.620588235,0.097801883,1234339570,65,7204386.879,1.072697334,-0.00298378,7.466666667,,-0.017551645,,-0.085616438,-0.135833333,27.01149294,1.90E-11,23.97710565,0.014879708,0.571031469,-1,0.799568539,1334587699,2.42494763,0.020689562,35.60385417,-1,-778032.3239,-0.738255034,0.225,0.028229028,-1828.262404,0.568099861,1.97,0.670835454,0.241610738,266.3481336,,-0.010107188,8.14,-0.98142512,0.126149016,-0.035973202,-97.53224315,94.60749292,43.6185949,1.377884921,2.048333333,0.597939913,75,163145.4208,0.010556731,-35872799,-0.003498281,6,,1.112997763,0.456666667,71.03201651,19.89,-40.96522474,1.171111111,-1.320093116,0.162152913
002468.XSHE,-0.10274594,0.283384302,-0.22,1,0.068041382,-0.14,0.326124161,0.228187919,1.69E-08,0.72,-902094.3365,0.312416107,0.030372041,0,0.004895416,-0.235690236,1,1,0,-1.315789474,-0.03147619,-0.00226685,64.31552111,0.283264202,-0.0728,0.507990435,427.8485204,69.33977969,-108774.6711,,3.018047236,-1.696652018,-0.154,0.970703704,0.543333333,0.047138047,-4.308929675,-1.11,-0.386666667,197.3368396,-0.571906355,-0.138521101,-995991,0.45,0.156177778,0.962194444,32.91752072,-0.290839332,0.303413401,0.393173198,0.696586599,21.62,75,0.183333333,54.92814443,-1,246.4934896,65,5.16,25602422.7,-0.596610169,-0.415546676,68.6384012,-0.903571429,0.976592593,2.39684466,67.5931438,1.91E-06,0.603632479,105446587.7,9.25865976,32.45083051,0.385284281,0.570909091,0.724137931,0.692955193,0.201342282,38.18670325,69.66279376,16.8597183,8399921.476,33.80675688,-0.709897611,52198383,0.525,-0.03,-1.044067797,0.171875,0.021662005,-0.235690236,-0.671538462,-0.824915825,3.71,83508246,86632320.96,299.7185587,3935530.008,-6.44,-0.373333333,3802607.327,1,47.75292857,10,-0.544939937,-0.064987132,3.3,-0.542633,-0.875987839,1.01114001,144.8920863,-613511.2703,45.94594595,,-0.064165314,0.860655377,0.204962406,0.122070313,124.8670213,-0.069429171,0.700483092,-0.87698722,0.002958233,-1,0.120495685,0.004610592,22.46666667,1.315789474,70.0230192,1.5,2.436923077,0.769739445,158414747,60,1056668.233,1.13420899,-0.045015414,4.086956522,,-0.096461602,0.333333333,-0.48630137,-0.010329861,11.58506559,9.60E-11,23.33283401,0.049353264,0.223120629,-1,0.629158784,185729125,2.368988778,0.023449833,21.649375,-1,265776.2019,-0.705685619,0.825,0.04,-2267.554771,0.356973173,1.019166667,0.365501645,0.570469799,808.3058465,,0.001272568,4.05,-1.107230863,0.039775407,-0.154953504,-1.27238081,61.99916264,26.39036299,0.64346105,0.961666667,-0.488066589,70,11037.21629,0.035264942,0.066666667,-0.003498282,5,,1.462091723,0.843333333,65.22298886,9.36,-2.620926364,0.568611111,-0.437182617,0.945894316
